Image,TitleHeader,TitleMain,TitleUnknown,TitleAuthors,TitleCollege,TitleDepartment,TitleDate,TitleFooter,AbstractHeader,AbstractAuthors,Abstract,AbstractContent,AbstractCollege,AbstractKeywords,AbstractFooter,Uncategorized
data_27.jpg,,Kulitan Display: Preserving the Kapampangan Script in the Space of Advertising through a Display Typeface,Emari,Vincent B.  Vega,A Design Research Document Submitted to the Faculty of College of Arts and Design Lyceum of the Philippines University — Cavite,Bachelor of Multimedia Arts,June 2024,COLLEGE OF FINE ARTS AND DESIGN,,,,,,,,
data_270.jpg,,A Project Feasibility Study on Establishing a New Porter System Service for Cavite,"COLLEGE OF ENGINEERING, COMPUTER STUDIES, & ARCHITECTURE",Adrienne B.  Regis,"College of Engineering, Computer Studies, and Architecture",Bachelor of Science in Industrial Engineering,June 2023,,,,,,,,,
data_271.jpg,,,,,,,,,,,ABSTRACT,"community, demonstrating its potential benefits to general welfare and the environment. . The","COLLEGE OF ENGINEERING, COMPUTER STUDIES, & ARCHITECTURE",,,
data_272.jpg,,,,,,,,,,,,significantly to the overall welfare of the community.,"vii COLLEGE OF ENGINEERING, COMPUTER STUDIES, & ARCHITECTURE","Keywords: portering, tertiary laboratories, specimen",,
data_273.jpg,,ONLINE PROJECT MONITORING SYSTEM FOR STRUCTURAL,AND ROADWAYS FINISHING WORKS,ANNA KARMELA T. MARASIGAN ANGELINE MAE J. SANTOS ROY AEROLE V. SYTO,"A Thesis Submitted to the Faculty of the College of Engineering, Computer Studies and Architecture Lyceum of the Philippines University - Cavite",Bachelor of Science in Civil Engineering,October 2015,"COLLEGE OF ENGINEERING, COMPUTER STUDIES AND ARCHITECTURE",,,,,,,,
data_274.jpg,,,,,,,,,,"Aerole V.  Syto’, and Engr.",Abstract,"A constant problem in construction management is documenting changes that occur in the field and preparing the as-built schedule. Manual monitoring of the construction activities are time and work consuming, also error prone. A recent investigation indicated that there is a lack of systematic and automated evaluation and monitoring in some construction projects. The aim of this study is to present a system that can be used in the construction industry for monitoring and evaluating the physical progress, and also to establish how current computer technology can be utilized for monitoring the actual physical progress at the construction site. This study discusses the results of questionnaire survey conducted and suggests a prototype system, namely ArkCivilis. The ArkCivilis monitoring system integrates the information from construction site progress and planned schedule of work. Using emerging technologies and information system, ArkCivilis re-engineers the traditional practice for monitoring project progresses. The application of this system enables project management teams to better track and control the productivity and quality of construction projects. Also, the use of ArkCivilis monitoring can help resident engineers, construction managers and site engineers in monitoring and evaluating project performance. This model will improve decision-making process and provide better mechanism for advanced project management.","COLLEGE OF ENGINEERING, COMPUTER STUDIES AND ARCHITECTURE","Keywords: Construction Management, Monitoring System, and Estimate",,
data_275.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY - CAVITE,LIGHTWEIGHT CONCRETE INTERLOCKING PANEL BLOCK FOR INTERIOR WALL PARTITION,,"AGUINALDO, PRINCESS MIGNONETTE T. DILOY, CHRISTELLE JOY M. GENOVA, LYKA C. MAGARARO, MA. CHRISTINA S. COLLEGE OF ENGINEERING, COMPUTER STUDIES AND ARCHITECTURE i","College of Engineering, Computer Studies, and Architecture",Bachelor of Science in Civil Engineering,MARCH 2016,,,,,,,,,
data_277.jpg,,"THE G CENTER, INC. In Parti rtial Fulfilment of the Requirements of the degree Bachelor of Science in Business Sci Administration, Major in Management Accounting","Austero, Camille",,College of Business Administration,,"Cacananta, Precious D. Casanova, Frances Joy L. Galvan, RobeckChelzee A. Relao, Carlo Matthew P. March 2014",,,,,,,,,
data_278.jpg,,,,,,,,,,,,from the idea of bringing a good quality and affordable place for enjoyment and,,,"recreation. The keys to success for The Supreme Courts are our ability to market effectively, creating an unmatched ""cool"" atmosphere where people will like to be, and hiring qualified/certified and knowledgeable Staff to aid in the",
data_279.jpg,,"of running the company’s services. The Dug Out Sports Center is to be located at Katipunan Avenue, Quezon City near Ateneo de Manila University. The company will render its",What type of decision-making involvement will the company use? What will be the company's vision and mission?,and fitness needs are met. A. Statement of the Problem,,,July 2014,What will be the administrative procedures and policy to be taken? How will the company provide an effective service?,,,,,,,,
data_28.jpg,,,,,,,,,,Pee E.  and Research Adviser?,ABSTRACT,March 2019,"COLLEGE OF ENGINEERING, COMPUTER STUDIES AND ARCHITECTURE","Keywords: Capitol Building, Eco-innovation, Smart Building Design, Government","The main objective of this thesis proposal is to provide a unique and feasible study regarding the offices and facilities in the local provincial capitol building of Zambales. The study focuses on unifying and collaborating provincial agencies, the main capitol building and other external offices and facilities. The project is combining eco-innovation and smart building design into creating a design applicable for the new Provincial Government Complex of Zambales. The site is located at Iba, Zambales. The study is conducted on  — . The study also emphasized the laws that will be used in designing and planning such as Accessibility Law and Its Implementing Rules and Regulations, National Building Code of the Philippines, Guidelines in the Planning and Design of Capitol building and other supporting Provincial Agencies and facilities, etc.",
data_280.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY CAVITE,MARK P. CASTIGADOR CHRISTINE LYN ERICKA M. DELA CRUZ JENNILA EUSTACIO JOAN C. LORINO TRISIA MARIE I. PALISOC GIECEL L. TAMIO,,,,,March 2015,COLLEGE OF BUSINESS ADMINISTRATION,,,,,,,,
data_281.jpg,,,,,,,,,,"Marie I.  Palisoc, Giecel L.  Tamio, and Dr.",Abstract,LYCEUM OF THE PHILIPPINES UNIVERSITY CAVITE,,"Keywords:LPU-Cavite, J ob satisfaction, Non-teaching personnel, Employee development","The purpose of this research is to find out and analyze the job satisfaction of non- teaching personnel employed at Lyceum of the Philippines University Cavite. Quantitative, descriptive and non-experimental research was the method used to, gather information and data. To answer the problems formulated in the study, one hundred (100) non-teaching personnel of the institution were chosen as participants with the permission of the concerned authorities. The questionnaire was composed of factors that affect their satisfaction specifically the general working conditions, pay and promotion potential, work relationships and supervision, use of skills and abilities and their work activities. Two instruments were used to collect the data: the questionnaire used which was simplified through clustering related situations and the. materials used to get the needed information about the topic. The results show that general working condition gained the highest average of satisfaction especially in the condition of their workplace. None of the respondents . answered dissatisfied or very dissatisfied category.However, pay and promotion potential got the lowest satisfaction rate from the respondents. Hence, it can be concluded that the employees currently employed in the institution are mostly satisfied with different factors in their workplace but there are still some areas to be improved to attain the utmost contentment of the employees. It is therefore recommended for the concerned authorities to continuously recognize and monitor the way their feel regarding their duties, responsibilities and the workplace they belong to and to provide activities that will help in their value formation.",
data_282.jpg,,,,,,,,,,,,,,,,COLLEGE OF BUSINESS ADMINISTRATION
data_283.jpg,,,,,,,,,,,ABSTRACT,"recommended a program to enhance the hospital’s order and distribution process. Order and Distribution Process, Purchasing Department, Fixed Reorder",College of Business Administration,,,
data_284.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY - CAVITE,ENSURING OFF-SEASON PROFITABILITY FOR SERVILLE - ANA’S RESORT,,REYNALD D. ELLAMIL JEFERSON S. FERANIL KIEL JOSEPH GRATELA LUIGIN. NOCON ANDREW M. SAN ANTONIO FRANCIS LUIGI ROGUEL,,Bachelor of Science in Business Administration Major in Operations Management,MARCH 2015,,,,,,,,,
data_285.jpg,,,,,,,,,,,,,,,,"Luigi T.  Roguel® and Dr. Alfredo G.  Bulatao’ Research Adviser’ . The purpose of this research is to develop the “Serville — Ana’s Resort.” From the data that will be gathered from surveys and questionnaires, the researchers will be able to know the perception of people about the resort and know what amenities to add and improve. The outcome will increase the profit of the resort and the number of visitors during off seasons. The number of people will likely dwindle down as expected during off season or from July to December. The aim of the researchers is to find out solutions for the resort to be profitable during this period of the year. Upon the observation and analysis of data from survey questionnaire, researchers found out that there are certain occasions which people visit the resort during off season. Family gathering/reunions and social gatherings are the common answers of the participants while school activities and receptions for weddings/christenings are not far behind. This shows that there are possible ways of increasing the profit by having or developing the facilities of the resort for these occasions. The usual companions of customers are also critical to know what kind of amenities to develop. The most common are friends and families. Others are classmates, Co Employees and BF/GF. This will help the researchers know what type of facilities that will make customers patronize the resort more. The facilities that needed to be added according to the participants are a sports/recreation areas; basketball, volleyball, tennis court as well as billiard hall. Convenience store will likely help the visitors since the area does not have enough stores where customers can purchase petty within the vicinity. Restaurant/catering services will also be helpful since most occasions require food. The resort can also conduct swimming lessons during off season to attract customers. Most participants answered positively when the researchers asked if they will visit again the resort when facilities are develop and improve, specially during off-season. COLLEGE OF BUSINESS ADMINISTRATION"
data_286.jpg,,CAVINDS MUSHROOM FARM CO. A Feasibility Study Presented to,Major in Management Accounting,,,Bachelor of Science in Business Administration,"Advincula, Elleina J. Avilla, Justine Paula V. Capito, Bea Mariz O. Del Rio, Jimboy F. Dilag, Angelica R. Espiritu, Katherine Shay Loise M. October 2014",,,,,,,,,
data_287.jpg,,,,,,,,,,,,applications and solutions. The major business divisions are Mushroom,,,"Cultivation, training and wholesale mushroom supplier.",
data_288.jpg,,JUANERO TACESA,,"Khayyam C.  Sauli, John",,Bachelor of Science in Business Administration Major in Management Accounting,October 2014,,,,,,,,,
data_289.jpg,,,,,,,,,,Rayyan B.  Sauli,,"city governments, and regular",College of Business Administration,,,
data_29.jpg,,,,,,,,,,Izac E.  Arthur A.  Ms.,Abstract,LPU DEVELOPMENT OF LPU-CAVITE VIRTUAL APPLICATION,"College of Engineering, Computer Studies and Architecture Bachelor of Science in Information Technology",,"Mobile phones and their applications have developed an essential part of human beings. The purpose of this research is to help the students, visitors, and any other people who want to navigate their destinations within the campus of the Lyceum of the Philippines University - Cavite more conveniently by providing a virtual tour application. The project focuses on developing an application that will run on android devices and web browsers to benefit the students, employees, and visitors of LPU Cavite. The application's layout and design were done by Adobe Photoshop, Adobe Movavi video editor, Android Studio's XML, and CSS, while data and information are handled by SQLite database. The researchers used the agile model software development life cycle for the system development. With internet connectivity, the system can be used by anyone using a computer or Android smartphone with the operating system from the Android version of 5.1 Lollipop (API level 22) and above with available storage. WordPress Content Management System (CMS) is added to the system. This will allow the university management to update the application for every further expansion of the university. Employees, visitors, and students, especially freshmen, will no longer feel lost during their first day of school because of the LPU-NAVI application. Mobile Application Rating Scale (MARS) was used to evaluate the android application by ten (10) End Users with a total average mean of ""3.88"" and Standard Deviation of ""0.14"", interpreted as ""Highly Acceptable"". For the web application, The Admin and five (5) IT Experts evaluated the web application using ISO/IEC 25010 with a total average mean of ""3.59"" and Standard Deviation of ""0.38"", interpreted as ""Highly Acceptable."" Evaluation results prove that the application can be used an alternate method in finding and locating a facility within Lyceum of the Philippines University - Cavite Campus.",
data_290.jpg,,MEYNARD D. BARRUGA HYACINTH S. BAUTISTA JEAN CARLA ME A. ERNI GRACE PANA FEBELYN T. PUERTO,2015,,,Bachelor of Science i in Business Administration Maj or in Marketing Management,,,,,,,,,,
data_291.jpg,,,,,,,,,,,,"IMPACT OF PLASTIC BAG BAN ON THE CUSTOMERS OF PUREGOLD JR. MANGGAHAN This research entitled “Impact of Plastic Bag Ban on the Customers of focused in the plastic bag ban policy and its impact on the customers of Puregold Jr. Manggahan. The purpose was to determine the awareness of customers about the plastic bag ban, their compliance with the ban, their satisfaction ‘concerning the outcomes provided by the plastic bag ban where they usually put their products they buy in Puregold Jr. Manggahan, and what problems they experience in using the different alternatives in place of plastic bags. Puregold Jr. According to the findings, ‘customers of Puregold Jr. were moderately aware about the ban. The customers sometimes complied with the plastic bag ban. They were very ‘satisfied with the said ordinance, and also to the actions taken by Puregold comply with the policy. The customers mostly prefered as where they usually the product they bought. They usually experienced the problem that when carrying wet items their paper bags broken/damage. Customers of suggested that the plastic bag ban be continuously implemented. The researchers recommended that Puregold Jr. should provide “free eco- bag” when customers a “certain amount of purchase. also like to emphasize the strict implementation of to reduce wastes cause by plastic and",College of Business Administration,,,
data_292.jpg,,,,,,,,,,,,,,,,LYCEUM OF THE PHILIPPINES UNIVERSITY CAVITE paper bags. They would like to suggest to the local government that they should organize seminars regarding the effect of i improper waste ‘disposal. They also recommend to the local government to have a project that will encourage people to create more alternatives to plastic bag.
data_293.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY-CAVITE,MARKETING STRATEGIES AND CUSTOMER SATISFACTION OF SELECTED LOCAL IN THE MUNICIPALITY OF TANZA CAVITE,,ALEXANDRA JOYCE C. ALCANTARA VERAMIE YVELINN A. BONTO DELMERSE SOLLIZA M. CABANGON,,,OCTOBER 2015,COLLEGE OF BUSINESS ADMINISTRATION,,,,,,,,
data_294.jpg,,"FLIOZZAN FLEET MANAGEMENT CO. Ong, Jance C. Ore, Kriza Joyce S. Pagay, Abe Jean G. Punzalan, Kristelle M. Quintana, Jan Marie P. Servigon, Kaye Anne",,,,"Bachelor of Science in Business Administration, Major in Management Accounting",April 2015,,,,,,,,,
data_295.jpg,,,,,,,,,,,,the Ninoy Aquino International Airport. The Fliozzan Fleet Management,,,"Company or ""Fliozzan"" is derived from the old german word that means “to rapid",
data_296.jpg,,"rate form of business since it must sustain a high capitalization It is a corpo to support its daily course of business. Thus making the business a not easily getting dissolve will make the customer as well as the investors and suppliers of the company free from any potential harm. Fleet Management head office is proposed to be East Service Road, Parafiaque City. It will be",of Business Organization will be implemented?,"company's vision to be the recognized as company of those customers that highly value full array of delivered with world-class service. The company have full range of compacts and sedans that will cater the needs of the market with its different packages such as car rental services (self drive) , car hire (chauffeur drive), operating lease service, manila airport transport and weddings and special events service. A. Statement of the Problem",,,June 2014,e Whatwill be the company's vision and mission?,,,,,,,,
data_297.jpg,,A Feasibility Study Presented to,"Paat, Patrick John Paul",,,in Partial Fulfilment of the Requirements of the degree,,"Royo, Bachelor of Science in Business Administration, Major in Management Accounting",,,,,,,,
data_298.jpg,,,,,,,,,,,,slaughtered for other reasons such as being diseased and unsuitable for,,,consumption.,
data_299.jpg,,DRIVING IS COOL,Accounting,"Aquino Rose S. Cruz, Joanna Marie N. Estanque, Denise Anne S. Rarugal, Angela Marie Carmela",,In Partial Fulfilment of the Requirements of the degree,"Salazar, Mariya Rosell A. MARCH 2015","Bachelor of Science in Business Administration, Major in Management",,,,,,,,
data_3.jpg,,,,,,,,,,"Rico Alcoriza', Michael Ryan Mariel Magracia’, Ellyssa Ghem Ariell Allyson Dennis Ruiz’, Dr.",Abstract,"The Capstone Project is to help students in learning Anatomy of Animals using Augmented Reality. The project will offer an effective and new method to help students in actual dissection. The application has the following main feature Full Interactive 3D mode, Augmented Reality mode, and Challenges to see how well the students understand the topic. The application developed in Unity 3D and blender to design 3D models. The programming language used is The methodology that the developers implemented is the Incremental method. For better understanding and determining the impact of application testing and evaluation was conducted. Three types of testing were used, these are functionality, conformance, and compatibility testing that are used for the Research Adviser, End User and the biologist. The result of functionality test for Research professor and end user is 100% for the biologist 90%. Compatibility and Conformance test got 100% for all test respondent. The evaluation of the system was given to thirty-five (35) users and eleven (11) IT Experts. The overall result of evaluation taken by the participants using the MARS criteria is the project eamed an overall mean of “3.72” and a Standard Deviation of with an interpretation of “Highly Acceptable”.","College of Engineering, Computer Studies and Architecture Bachelor of Science in Information Technology","Keywords: Android application, Animal Anatomy, Dissection, Augmented Reality. COLLEGE OF ENGINEERING, COMPUTER STUDIES AND ARCHITECTURE",,
data_30.jpg,,,,,,,,,,Kristian B.  S. Parland M.  Ms.,ABSTRACT,"This project aims to provide an individual seeking a skilled worker for a specific task. There are 3 user levels such as admin, service provider, and clients. A client can manage their account, choose from service categories, hire service provider, set appointment date and time, send a message to a service provider, pay thru PayPal, claim rewards, write a review and rate the service provider. A service provider can manage their account, accept, decline or cancel an appointment, apply a payout request, view their feedbacks, send a message to a client, claim rewards and can also rate the client after the service. The admin can manage the data of the users, add new services, accept and decline service provider verification, and manage the reward details. This application is only available in the Philippines and can be used using Android devices with at least Lollipop or higher version of OS. The application “Passed” the conformance, compatibility test, and functionality test. The application got a mean of ""3.48"" with the use of Mobile Application Rating Scale criteria (MARS) and ""3.55"" using Content Management System criteria (CMS). ""Highly Acceptable"" was the interpretation of the two evaluations.","COLLEGE OF ENGINEERING, COMPUTER STUDIES AND ARCHITECTURE","Keywords: Android App, Hiring, Service Providers, Services, Jobs",,
data_300.jpg,,,,,,,,,,,,school,,,"Commercial Place Building along Drive Langkaan Dasmarifias City in the province of Cavite. It can be found near FilOil gasoline station. Each partner will contribute Php 700,000.00 to be able to get a total contribution of Php 3,500,000.00.The investment of the partners can be n recovered after 1.39",
data_301.jpg,,,,,,,,,,,,,,,,COLLEGE OF BUSINESS ADMINISTRATION
data_302.jpg,,,,,,,,,,,,The researchers recommended that Puregold Jr. should provide “free eco- bag” when customers reached a “certain amount of purchase. They would also like to emphasize the strict implementation of Segregation to reduce wastes cause by plastic and,College of Business Administration,,,
data_303.jpg,,,,,,,,,,,,,,,,LYCEUM OF THE PHILIPPINES UNIVERSITY CAVITE should organize
data_304.jpg,,"FLOATINGSHIP HOTEL AND RESORT, CORP. A Feasibility Study Presented to",Accounting,"By Batino, Kwarizmae L. Belmi, Mercy",,In Partial Fulfilment of the Requirements of the degree,"Nonilen C.  Codera, Ivy T. llog, Patrizia L. Parani, Kemuel C. March 2015","Bachelor of Science in Business Administration, Major in Management",,,,,,,,
data_305.jpg,,CUSTOMER VALUE AND SATISFACTION ON THE MARKETING STRATEGY OF CARELESS MUSIC MANILA: A BASIS OF AN INTEGRATED MARKETING COMMUNICATION,,MARIE CHANTAL CALICDAN SOPHIA L. LEONOR HANNAH GRACE R. MALICSI,,,May 2019,COLLEGE OF BUSINESS ADMINISTRATION,,,,,,,,
data_306.jpg,,,,,,,,,,"Vincent C.  Cortifias, MBA‘ and Thesis Adviser*",Abstract,"The study aimed to investigate the customer value and satisfaction towards the marketing strategies of Careless Music Manila Record Label. This study also investigated if there is any significant relationship between the customer value and satisfaction of the participants. The study employed descriptive correlational and a comparative method focusing on the customer value and satisfaction, helping the marketer create an integrated marketing communications approach for their marketing program. Nowadays, all forms of marketing communications are present on the web and the dyad (and battle) between television advertising and web advertising is no longer relevant. The convergence of all media into “web-like” forms suggests that the web is actually media neutral. This results in a kind of level playing field that further heightens the need for an orchestrated, integrated approach. This study also aimed to achieve the following: to give a customer value delivery cycle, to give the marketer an integrated marketing communications model and to encourage them to use a customer satisfaction management system.",College of Business Administration,"Keywords: Integrated Marketing Communications Model, Customer Value, Customer",,
data_307.jpg,,,,,,,,,,,,,,,,COLLEGE OF BUSINESS ADMINISTRATION
data_308.jpg,,,,,,,,,,card for paying tuition fee in LPU C. This may prevent loss of students’ money and,ABSTRACT,the Philippines to have a cash card payment facilities.,College of Business Administration,"Keywords: cash card, electronic payment, LPUC",,
data_309.jpg,,,,,,,,,,,,,,,,COLLEGE OF BUSINESS ADMINISTRATION
data_31.jpg,,,,,,,,,,Jose A.  Mr.,Abstract,"The purpose of this research is to develop an online based travel and activity booking system; “LAGAW: An Online Based Travel Management System” that will conform to the travelers needs for preparation and planning for their vacation. The system is useful to travelers and promoting tourism in the Hawaii. The website will only cover the Honolulu, Hawaii area destinations and activities only. The website is a platform where the vendors and customers interact with each other, where the content is produced by the vendors not by the website itself. The inclusions of mode of transportation, activities and other amenities depend on the vendors offer. In creating the project, it will utilize Visual Studio 2017 as the IDE and C# as the main programming language, for the web framework and MVC 5 for ASP.Net for architectural pattern, SQL Server for the database, Microsoft Word and Google Sheets for documentation, and Adobe Photoshop for editing image and photos that will be used in the system. The researchers have used iterative model for the development of the system. The website was tested according to functionality, conformance, and compatibility test cases. The overall test results for functionality, conformance and compatibility test was a hundred percent. The ISO 9126-1 evaluation conducted have results of highly acceptable with the mean of 3.56 and standard deviation of 0.50.","COLLEGE OF ENGINEERING, COMPUTER STUDIES AND ARCHITECTURE","Keywords: Booking, Internet, Traveller, ASP.Net",,
data_310.jpg,,,,,,,,,,Joy D.  and Ma. Divina E.  Dela and Reseach,ABSTRACT,"Rolyn O.  Adriatico', Shaira Mae A. The purpose of this research is to determine the food and service quality of KFC and Chowking, both located at Manggahan, General Trias City, Cavite as perceived by their customers. Descriptive method was utilized to collect all the essential information from the respondents. Survey questionnaires were used to gather information that were distributed to the customers inside KFC and Chowking store. The type of technique sampling used was a non-probability-convenience sampling method. Percentage and weighted mean were used tabulate and analyze the data. Results revealed that in KFC, the customers are mostly satisfied with the affordability of food and courteousness shown by employees and less satisfied to nutritional value of food and cleanliness of the restaurant. Though in Chowking, customers are mainly satisfied with regard to food presentation and cleanliness of the restaurant and less satisfied to nutritional value of food, availability of seats and the accurate performance of employees. Nevertheless, customers have the intention to revisit and recommend both restaurants to others which comes up to the conclusion that customers are satisfied and convinced on the food and service quality of KFC and Chowking. Since both restaurants got the lowest point on the nutritional value of food, it is recommended to add nutritious meal on their menu to create more satisfaction especially to health-conscious consumers. Also, KFC should implement the cleanliness of the restaurant at all times. However in Chowking, researchers recommend the managers to train their employees to be attentive at all times and to provide additional seats. The scope of this study is primarily focused on the perception of consumers regarding the food and service quality of KFC and Chowking in Mangahan, General Trias, Cavite. The study was limited to 50 selected customers of both restaurants.",College of Business Administration,"Keywords: Consumer Perception, Food Quality, Service Quality",,
data_311.jpg,,THE FACTORS AFFECTING THE PURCHASE DECISIONS IN SOCIAL MEDIA OF THE MILLENNIALS IN CAVITE,,KERSLEY ADELBERT ANTIQUENO ROMANO BATINGAL TEHILAH JIL B. MALUNTAD KRISTEL ANN Q. PEJI CLAIRE C. SALAZAR REXIEDEN N BARRERA,,,May 2018,COLLEGE OF BUSINESS ADMINISTRATION,,,,,,,,
data_312.jpg,,,,,,,,,,,. Abstract,FACTORS AFFECTING THE PURCHASE DECISIONS OF MILLENNIALS IN CAVITE,College of Business Administration,,,
data_313.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY - CAVITE,P. BAGO CAROL N. DAMOSLOG N. MAMANDIS RHENCIELYN A. MENDOZA,,,,,July 2018,COLLEGE OF BUSINESS ADMINISTRATION,,,,,,,,
data_314.jpg,,,,,,,,,,Charese A.  Tayson* Proponents and Research Adviser* Jayzel,Abstract,"Ivy P.  Bago, Carol N.  Damoslog, Michelle N.  Mamandis, Rhencielyn A.",College of Business Administration,"Keywords: Perceived Effectiveness, Senior High School, LPU Cavite, Promotional Strategies",,
data_315.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY CAVITE,"ASSESSMENT ON THE IMPLEMENTATION OF INTERNAL CONTROL OF SELECTED BARANGAYS IN GENERAL TRIAS, CAVITE",,,,Bachelor of Science in Accountancy,"LABRADOR, NATHAN GODWIN B. MORATA, GILGE M. NOCUM, ABCD JOY M. VELOS, MAEN. April 2023",COLLEGE OF BUSINESS ADMINISTRATION,,,,,,,,
data_316.jpg,,,,,,,,,,,ABSTRACT,"This research paper focuses on assessing the implementation of internal control in certain barangays in General Trias, Cavite. Specifically, the research aims to determine if the barangays’ operational efficiency, financial accuracy, and asset safeguarding are implemented effectively. To accomplish this, the researchers use data gathered from survey questionnaires answered by various barangay officials from Barangay San Francisco, Barangay Pasong Kawayan II, and Barangay Navarro. Through the data gathered with the use of said questionnaires, the researchers were able to conclude that the operational efficiency, financial accuracy and reliability, and asset safeguarding measures of the barangays are all highly implemented across all three barangays. This is despite the researchers also concluding that imposition of penalties and different employees being in charge of duties such as financial transaction custody, recording, authorization, and buying and disposing of assets, are poorly implemented across all three barangays. As well, the researchers determined that while barangay position and length of service are not significant in assessing internal control measures, educational attainment is significant.",College of Business Administration,"Keywords: Internal Control, Barangay, Barangay Officials",,
data_317.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY CAVITE,KRISTINE GRACE A. ALVARADO PAMELA PIA M. CARRILLO JESSA E. CHAVEZ PAMELA GUIAN S. MARANION NICOLE O. POMOY,,,,,March 2016,COLLEGE OF BUSINESS ADMINISTRATION,,,,,,,,
data_318.jpg,,,,,,,,,,,,"participants through its brand equity, a brand concept that affects the brand preference of",College of Business Administration,,,
data_319.jpg,,,,,,,,,,,,,,,,COLLEGE OF BUSINESS ADMINISTRATION
data_32.jpg,,,,,,,,,,,"ABSTRACT study examined the adoption of Facebook by senior citizens as a news source, particularly in Trece Martires City, Cavite. The study generally explored senior citizens’",~,College of Liberal Arts and Education,"Keywords: Facebook, News Source, Senior Citizens, Social Media",,
data_320.jpg,,,,,,,,,,,,,,,,minimal or limited information a research can have. COLLEGE OF BUSINESS ADMINISTRATION Vii
data_321.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY CAVITE,The Role of Foreign Service Program on Strengthening Intercultural Communication Sensitivity of Foreign Service Students In Lyceum of the Philippines University — Cavite,Hazel,Erica B.  Semilla,,Bachelor of Arts in Foreign Service,December 2022,COLLEGE OF LIBERAL ARTS AND EDUCATION,,,,,,,,
data_322.jpg,,,,,,,,,,Erica B.  Proponents Mr.,Abstract,"The researchers, as a Foreign Service students and part of this globalized generation, observed that the program does not only serve as a front liner of the country and produces experts when it comes to the application of foreign policies through diplomacy, but also as a tool to educate its students to be holistic and to be literate on how to communicate with the different people regardless of their cultures by having subjects that are related on engaging and empowering diplomatic communication and multiculturalism. This idea is based on the occurrence of the 21st Century where globalization evolves, as the countries become borderless and the people already have the chance to travel and to communicate in different parts of the world; the program may help to decrease the intolerance and other disadvantages that may result from the cultural diversity in one community such as racism, xenophobia, and others. In order to prove and identify the roles of the program, the researchers used the basic qualitative approach wherein they conducted in-depth research interviews with the participants that are chosen through the method of purposive sampling technique. The first set of interviews are done together with 5 (five) Foreign Service students of LPU Cavite, having an interviewee at each level (from first year to student who graduated in Foreign Service and is now pursuing a field that is related to the program). The second sets of interviews are conducted together with experts in the field who are also teaching or had an experience on teaching the course program. After the series of interviews, the researchers proceeded to the analysis of data through the use of Deductive Thematic Analysis wherein it resulted into several themes that are identified based on the answers of the interviewees and helped the researchers to summarize and answer the stated problems in the paper.",College of Liberal Arts and Education,"Keywords: Foreign Service Program, Intercultural Communication Sensitivity, Universities, Curriculum, Cultural Intolerance",,
data_323.jpg,OF THE PHILIPPINES UNIVERSITY CAVITE,A THEORETICAL ANALYSIS OF FREEDOM OF INFORMATION AS A SIGNIFICANT TOOL IN MINIMIZING GRAFT AND CORRUPTION IN THE PHILIPPINES,JAQUELYN SUZANE CABADIN NASHREEN NOHLEEN DEL PUERTO ROEY ELAINE MERLIN,,,Bachelor of Science in Foreign Service,March 2016,COLLEGE OF ARTS AND SCIENCES,,,,,,,,
data_324.jpg,,,,,,,,,,"Nohleen C.  Del Puerto and Cabadin, Nas Jaquelyn Suzane G, Roey Elaine Merlin",ABSTRACT,country.,College of Arts and Sciences,"Keywords: Freedom of Information Bill, Graft and Corruption, Right to Access",,
data_325.jpg,LYCEUM OF THE PHILIPPINES UNIVERSITY CAVITE,SELF-ASSESSMENT ON CALL CENTER INDUSTRY AS AN EMPLOYMENT OPPORTUNITY BY FOREIGN SERVICE STUDENTS OF LYCEUM OF THE PHILIPPINES UNIVERSITY- CAVITE S.Y. 2015-2016,,MAILA JOYCE B. BARRANTES,,Bachelor of Science in Foreign Service Major in Diplomacy,March 2016,COLLEGE OF ARTS AND SCIENCES,,,,,,,,
data_326.jpg,,,,,,,,,,The purpose of this research is to assess the Foreign Service students of Lyceum of the Philippines University-Cavite S.Y. on Call Center industry as an employment opportunity. Mixed Methods Research which is also known as Multimethodology was used in the study combining an interview and a survey questionnaire. An interview was made with Mr.,ABSTRACT,"year Foreign Service students moderately agree that they skills, customer-service oriented, can work under pressure, computer literate, a multilingual",College of Arts and Sciences,,,
data_327.jpg,,,,,,,,,,,,"Category C: Self-Assessment of Foreign Service students regarding the personality and interpersonal skills that Call Center can contribute. Participants from First year to Fourth year moderately agree that Call Center to the enhancement of self- confidence, socialization, diction, accent, language skill, patience to the clients and co- workers, leadership, teamwork, competitiveness and efficiency in handling the assigned work. The researcher further recommends including other significant variables not included in the study.",College of Arts and Sciences,"Keywords: Foreign Service students, Call Center industry, Lyceum of the Philippines University-Cavite",,
